loss,f1,precision,recall,accuracy,f1_differenciation,precision_differenciation,recall_differenciation,support_differenciation,f1_morphologie,precision_morphologie,recall_morphologie,support_morphologie,f1_topographie,precision_topographie,recall_topographie,support_topographie,runtime,samples_per_second,steps_per_second,epoch,seed,model,split,micro_f1,macro_f1,weighted_f1
0.05794682726264,0.8879853095487933,0.8805931321540063,0.8955026455026455,0.9884498298812153,0.8163265306122449,0.7692307692307693,0.8695652173913043,92,0.9113636363636364,0.9060099412562133,0.9167809785093736,2187,0.8586525759577279,0.8513425016371972,0.866089273817455,1501,23.8661,166.009,41.523,5.0,11,camembert-base_1,val,0.8879853095487933,0.8621142476445364,0.888119531760886
0.04604686051607132,0.8948917927792986,0.8822690701700784,0.9078809473904842,0.9897498518362363,0.8822269807280514,0.8512396694214877,0.9155555555555556,225,0.9091903719912472,0.896117900790798,0.9226498889711325,5404,0.8758516275548828,0.8649389484176426,0.8870431893687708,3913,59.3636,166.836,41.709,5.0,11,camembert-base_1,test,0.8948917927792986,0.8890896600913938,0.89488296578566
0.04908068850636482,0.8914375081454451,0.8784998715643463,0.9047619047619048,0.9890467378976899,0.84,0.7777777777777778,0.9130434782608695,92,0.9169314571039493,0.9103199639477242,0.9236396890717878,2187,0.8581675904792957,0.8403575989782887,0.8767488341105929,1501,23.7563,166.777,41.715,5.0,22,camembert-base_1,val,0.8914375081454451,0.8716996825277482,0.8917245105808889
0.04001884162425995,0.895157547315765,0.8812062138288151,0.9095577447076084,0.9897220089813095,0.8704883227176221,0.8333333333333334,0.9111111111111111,225,0.9132821075740944,0.9030390738060782,0.923760177646188,5404,0.8718077115673509,0.854478527607362,0.8898543317147968,3913,59.4381,166.627,41.657,5.0,22,camembert-base_1,test,0.895157547315765,0.8851927139530225,0.8952651391013327
0.05576368048787117,0.8909161996611494,0.8779861289493963,0.9042328042328043,0.9889373047613362,0.8099999999999999,0.75,0.8804347826086957,92,0.9197377345692969,0.909660107334526,0.9300411522633745,2187,0.8544262295081967,0.841187863137508,0.8680879413724184,1501,21.9207,180.743,45.208,5.0,33,camembert-base_1,val,0.8909161996611494,0.8613879880258312,0.891132326982766
0.0469500906765461,0.8926914751056592,0.8782961460446247,0.9075665478935234,0.9893441416644458,0.8669527896995708,0.8381742738589212,0.8977777777777778,225,0.9094886519004647,0.8961738818034848,0.9232050333086602,5404,0.8710608913998744,0.8561204343534057,0.8865320725785842,3913,58.5748,169.083,42.271,5.0,33,camembert-base_1,test,0.8926914751056592,0.8825007776666366,0.8927271348354877
0.055883053690195084,0.8911822338340953,0.880258064516129,0.9023809523809524,0.988718438488629,0.8426395939086293,0.7904761904761904,0.9021739130434783,92,0.9173647271904007,0.9085201793721973,0.9263831732967536,2187,0.8562972706346598,0.8454545454545455,0.8674217188540972,1501,24.3712,162.569,40.663,5.0,44,camembert-base_1,val,0.8911822338340953,0.8721005305778965,0.8912967471501652
0.0468466654419899,0.894945643773507,0.8802067497719671,0.9101865437015301,0.9895629069531564,0.8492569002123141,0.8130081300813008,0.8888888888888888,225,0.9112910563188064,0.8963665652407374,0.926720947446336,5404,0.8750471876179691,0.861923648983639,0.8885765397393305,3913,56.8789,174.124,43.531,5.0,44,camembert-base_1,test,0.894945643773507,0.8785317147163632,0.8949653443768302
0.05568661913275719,0.8882214677461477,0.8769984528107272,0.8997354497354497,0.9886289022861577,0.8383838383838385,0.7830188679245284,0.9021739130434783,92,0.9135746606334841,0.9041648007165248,0.9231824417009602,2187,0.8546052631578948,0.8440545808966862,0.8654230512991339,1501,25.1445,157.569,39.412,5.0,55,camembert-base_1,val,0.8882214677461477,0.8688545873917392,0.8883284645335299
0.04736701399087906,0.8901614817107775,0.8766385529925821,0.9041081534269545,0.9892128824912195,0.8589473684210526,0.816,0.9066666666666666,225,0.9058010547372248,0.8904183053271362,0.9217246484085863,5404,0.8702907711757268,0.8611458593945459,0.8796319959110657,3913,59.5893,166.204,41.551,5.0,55,camembert-base_1,test,0.8901614817107775,0.8783463981113346,0.8901341275733934
0.04206114262342453,0.898314014752371,0.895483193277311,0.9011627906976745,0.9897849624211044,0.8944723618090452,0.9175257731958762,0.8725490196078431,102,0.9194817214252661,0.9160903642231443,0.9228982814677195,2153,0.868772386844676,0.8651102464332037,0.8724656638325703,1529,20.8202,190.296,47.598,5.0,11,camembert-bio_1,val,0.898314014752371,0.8942421566929957,0.8983174700366359
0.039394959807395935,0.8964836648833947,0.888682936875708,0.9044225529239153,0.9899885048784659,0.8533916849015317,0.8405172413793104,0.8666666666666667,225,0.9136230825420015,0.9017664023071377,0.9257957068837898,5404,0.8750637429882713,0.8730602900025439,0.8770764119601329,3913,57.9629,170.868,42.717,5.0,11,camembert-bio_1,test,0.8964836648833947,0.8806928368106015,0.8963903472514072
0.04484306275844574,0.8977095262883914,0.8843589743589744,0.9114693446088795,0.9899354786919132,0.9073170731707318,0.9029126213592233,0.9117647058823529,102,0.9210223347916187,0.91324200913242,0.9289363678588016,2153,0.8647959183673469,0.8438083385189795,0.8868541530412034,1529,23.2594,170.34,42.606,5.0,22,camembert-bio_1,val,0.8977095262883914,0.8977117754432324,0.8979335061980558
0.04449935629963875,0.897023289291039,0.8804117468967605,0.9142737371620205,0.9898731559080549,0.8559322033898304,0.8178137651821862,0.8977777777777778,225,0.9139530653083501,0.898747763864043,0.9296817172464841,5404,0.8761427676894177,0.8590373280943026,0.8939432660362893,3913,57.1084,173.425,43.356,5.0,22,camembert-bio_1,test,0.897023289291039,0.8820093454625327,0.8970796227895332
0.044998276978731155,0.8937995580397764,0.8795088257866462,0.9085623678646935,0.9895642052239181,0.8761904761904761,0.8518518518518519,0.9019607843137255,102,0.9183579335793357,0.9120476408612002,0.924756154203437,2153,0.8611375913568479,0.8374536464771323,0.8862001308044474,1529,23.6986,167.183,41.817,5.0,33,camembert-bio_1,val,0.8937995580397764,0.8852286670422198,0.8941002739831814
0.045275747776031494,0.8969428262102386,0.882699137493658,0.9116537413540138,0.9898731559080549,0.8577494692144374,0.8211382113821138,0.8977777777777778,225,0.9122967293988672,0.9009382894261999,0.9239452257586973,5404,0.8781954887218045,0.8615687238750922,0.895476616406849,3913,57.0145,173.71,43.428,5.0,33,camembert-bio_1,test,0.8969428262102386,0.8827472291117031,0.8970262108167204
0.048198625445365906,0.895292736993089,0.8836550836550836,0.9072410147991543,0.9898050312572122,0.8792270531400966,0.8666666666666667,0.8921568627450981,102,0.9216991963260619,0.9114441416893733,0.9321876451463075,2153,0.8593498551657547,0.8460076045627376,0.8731196860693263,1529,22.2165,178.336,44.607,5.0,44,camembert-bio_1,val,0.895292736993089,0.886758701543971,0.895360850332648
0.047154635190963745,0.8950817980079476,0.8817488561260803,0.9088241458813666,0.9895231314461181,0.8607594936708859,0.8192771084337349,0.9066666666666666,225,0.909471385679192,0.8945766959011993,0.9248704663212435,5404,0.8771486349848332,0.867716929232308,0.8867876309736775,3913,56.2536,176.06,44.015,5.0,44,camembert-bio_1,test,0.8950817980079476,0.882459838111637,0.8950677911320432
0.03459642082452774,0.8912613681296955,0.8890349723902182,0.8934989429175476,0.9894538266253249,0.8490566037735848,0.8181818181818182,0.8823529411764706,102,0.9140461215932915,0.9168224299065421,0.9112865768694844,2153,0.8624269954574952,0.8557630392788153,0.86919555264879,1529,20.9444,189.168,47.316,4.0,55,camembert-bio_1,val,0.8912613681296955,0.8751765736081238,0.8914365616886291
0.033941008150577545,0.8836847831718564,0.873860026642074,0.8937329700272479,0.9893680069686688,0.8571428571428572,0.7924528301886793,0.9333333333333333,225,0.9075245165429382,0.8990375885236971,0.9161732050333087,5404,0.8524050632911392,0.8444946074742914,0.8604651162790697,3913,60.0888,164.823,41.206,4.0,55,camembert-bio_1,test,0.8836847831718564,0.8723574789923115,0.8837330374044653
0.051745641976594925,0.8936341659951652,0.8902863259298903,0.897007279590186,0.9892280978052376,0.8467153284671534,0.8055555555555556,0.8923076923076924,65,0.9079229122055674,0.9017013232514177,0.9142309535218016,2087,0.8763683193818417,0.8786313750806972,0.8741168914579319,1557,24.169,163.929,41.003,6.0,11,camembert-bio_2,val,0.8936341659951652,0.8770021866848542,0.8936039599355383
0.044561538845300674,0.896101862965089,0.892422825070159,0.8998113603018235,0.9895469967503411,0.8912579957356077,0.8565573770491803,0.9288888888888889,225,0.9118731563421829,0.90852314474651,0.9152479644707624,5404,0.8745857761916901,0.8723620645817443,0.8768208535650396,3913,59.8952,165.355,41.339,6.0,11,camembert-bio_2,test,0.896101862965089,0.8925723094231602,0.8960961777564191
